Molecule ChEMBL ID,Smiles,pChEMBL Value,Assay ChEMBL ID
CHEMBL3646490,COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cn1,8.15,CHEMBL3706341
CHEMBL5950518,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc(-c4cc[nH]n4)cc1)n3CCCO2,8.16,CHEMBL5731104
CHEMBL3701651,COc1cc(-c2nc3cc(F)cc(F)c3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)ccn1,8.16,CHEMBL3705734
CHEMBL5743183,CNc1nc2cc(-c3nc4cc(N5CCC[C@H]5C(N)=O)cc5c4n3CCCO5)ccc2o1,8.16,CHEMBL5731104
CHEMBL4515950,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOC[C@@H]2C)n1,8.17,CHEMBL4360966
CHEMBL3698359,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(C3=CCOCC3)cc21,8.19,CHEMBL3705734
CHEMBL5173962,C[C@H]1CN(c2cn3c(n2)-c2ccc(N4CCC[C@H]4C(N)=O)cc2OCC3)C(=O)O1,8.19,CHEMBL5153851
CHEMBL3701642,Cc1c(-c2ccccn2)nc2cccc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.19,CHEMBL3705734
CHEMBL3618240,COc1ncc(Nc2nc3ccc(N4CCN(C(C)C)CC4)cn3c2-c2nc(C)nc(N)n2)cc1F,8.19,CHEMBL3620380
CHEMBL3618241,COCCN1CCN(c2ccc3nc(Nc4cnc(OC)c(F)c4)c(-c4nc(C)nc(N)n4)n3c2)CC1,8.2,CHEMBL3620380
CHEMBL5891687,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4ncc(O)cc4c1)n3CCCO2)C1CC1,8.21,CHEMBL5731104
CHEMBL3618243,COc1ncc(Nc2nc3ccc(N4CCN(C(=O)N(C)C)CC4)cn3c2-c2nc(C)nc(N)n2)cc1F,8.21,CHEMBL3620380
CHEMBL1822056,O=S(=O)(Nc1cc(-c2ccc3nccn3n2)cnc1Cl)c1ccc(F)cc1,8.21,CHEMBL1828259
CHEMBL3646507,COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2cc(N)nc(C)n2)cn1,8.22,CHEMBL3706341
CHEMBL3646502,COc1ccc(Nc2ncc(-c3ccccn3)cc2-c2nc(C)nc(N)n2)cn1,8.22,CHEMBL3706341
CHEMBL3646573,COc1ncc(Nc2ncc(C(C)(C)N3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,8.22,CHEMBL3706341
CHEMBL1667869,Cc1nc(N)c2cccc(C(=O)Nc3cn[nH]c3)c2n1,8.22,CHEMBL1670738
CHEMBL3649426,O=S(=O)(Nc1cc(-c2cnc3ccc(Br)cn23)cnc1Cl)c1ccc(F)cc1,8.22,CHEMBL3705286
CHEMBL3646535,COc1ccc(Nc2ncc(CN3CC(S(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,8.22,CHEMBL3706341
CHEMBL3646479,COc1ccc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,8.22,CHEMBL3706341
CHEMBL2206914,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)C3CC3)c2)n1,8.22,CHEMBL3706341
CHEMBL3649465,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,8.22,CHEMBL3706341
CHEMBL3646612,COc1ncc(Nc2ncc(C(N3CCN(S(C)(=O)=O)CC3)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,8.22,CHEMBL3706341
CHEMBL3649478,COc1ccc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.22,CHEMBL3706341
CHEMBL3698289,CC(C)c1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.23,CHEMBL3705734
CHEMBL5205873,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCOC3=O)nc1-2,8.24,CHEMBL5153851
CHEMBL3618238,COc1ncc(Nc2nc3ccc(N4CCNCC4)cn3c2-c2nc(C)nc(N)n2)cc1F,8.24,CHEMBL3620380
CHEMBL5745399,COC[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C(N)=O,8.25,CHEMBL5731104
CHEMBL5823247,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@H](C(N)=O)C3CC3)cc1OCC2,8.25,CHEMBL5736185
CHEMBL1822052,Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,8.25,CHEMBL1828259
CHEMBL3618237,Cc1nc(N)nc(-c2c(Nc3cccc4[nH]ncc34)nc3ccccn23)n1,8.25,CHEMBL3620380
CHEMBL6047362,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C1CC1,8.26,CHEMBL5731104
CHEMBL3701640,Cc1c(N2CCCCC2=O)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.26,CHEMBL3705734
CHEMBL3701652,Cc1c(N2CCOC(C)(C)C2)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.27,CHEMBL3705734
CHEMBL5828463,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(N)ncc4c1)n3CCCO2)C1CC1,8.27,CHEMBL5731104
CHEMBL3701673,Cc1c(-c2cccc(F)c2)nc2ncccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.27,CHEMBL3705734
CHEMBL3701689,Cc1c(-c2cncc(F)c2)nc2cnccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.27,CHEMBL3705734
CHEMBL3698369,Cc1c(-c2cncc(F)c2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.28,CHEMBL3705734
CHEMBL5996939,Nc1nc2cc(-c3nc4c(F)c(Br)cc5c4n3CCCO5)ccc2o1,8.29,CHEMBL5731104
CHEMBL3701650,Cc1ccnc(-c2nc3cc(F)ccc3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)c1,8.29,CHEMBL3705734
CHEMBL3646634,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)[C@H](C)C3)cc2-c2nc(C)nc(N)n2)cc1F,8.3,CHEMBL3706341
CHEMBL3815084,COC1(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2C)COC1,8.3,CHEMBL3816166
CHEMBL3814365,CCc1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1C,8.3,CHEMBL3816166
CHEMBL3646478,COc1ccc(Nc2ncc(C(O)c3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,8.3,CHEMBL3706341
CHEMBL1949913,CN1CCN(Cc2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3s2)CC1,8.3,CHEMBL1954960
CHEMBL3649437,CS(=O)(=O)Nc1cc(-c2cnc3cc(-c4cccnc4)ccn23)cnc1Cl,8.3,CHEMBL3705286
CHEMBL1922094,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,8.3,CHEMBL3816166
CHEMBL2071338,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(-n2cccn2)cc1,8.3,CHEMBL2072997
CHEMBL3649464,Cc1nc(N)nc(-c2cc([C@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,8.3,CHEMBL3706341
CHEMBL2206912,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1,8.3,CHEMBL3706341
CHEMBL2165030,COc1ccc(Nc2ncc(C3=CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,8.3,CHEMBL3706341
CHEMBL3646484,COc1ccc(Nc2ncc(C(C)c3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cn1,8.3,CHEMBL3706341
CHEMBL2206906,COCCOc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,8.3,CHEMBL3706341
CHEMBL3646617,Cc1nc(-c2cccnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c2nc[nH]c2n1,8.3,CHEMBL3706341
CHEMBL3646623,COc1ncc(Nc2ncc(C3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,8.3,CHEMBL3706341
CHEMBL3646622,COc1ncc(Nc2ncc(C3=CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,8.3,CHEMBL3706341
CHEMBL1668279,Cc1cc(C(=O)Nc2cn[nH]c2)c2nc(C)nc(N)c2c1,8.3,CHEMBL1670738
CHEMBL1950037,CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccc(C(=O)N4CCN(C)CC4)cc3Cl)sc1-2,8.3,CHEMBL1954960
CHEMBL3701645,Cc1c(-n2ccccc2=O)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,8.33,CHEMBL3705734
CHEMBL6028709,C[C@@H](Oc1cc2c3c(c1)nc(-c1cc4sc(N)nc4cc1F)n3CCCCO2)C(N)=O,8.34,CHEMBL5731104
CHEMBL5997981,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4[nH]nnc4c1)n3CCCO2,8.34,CHEMBL5731104
CHEMBL3701644,Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.35,CHEMBL3705734
CHEMBL3698299,Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,8.35,CHEMBL3705734
CHEMBL4754767,Nc1ncc(-c2nc(N3CCOCC3)nc(N3C[C@H]4CC[C@@H](C3)O4)n2)c(C(F)F)n1,8.36,CHEMBL4668259
CHEMBL3701675,Cc1c(-c2ccccc2)nc2ncccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.36,CHEMBL3705734
CHEMBL3698364,Cc1ccnc(-c2nc3cc(F)ccc3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,8.38,CHEMBL3705734
CHEMBL4516236,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)F)cc(N2CCOCC2)n1,8.39,CHEMBL4360966
CHEMBL3698312,Cc1c(-c2ccccn2)nc2c(C)ccc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.39,CHEMBL3705734
CHEMBL3698291,Cc1ncccc1-c1nc2cc(F)ccc2c(N2CC(C)(C)c3ncc(N4CCOCC4)cc32)c1C,8.39,CHEMBL3705734
CHEMBL3646619,Cc1nc(-c2cc(C(C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)c2nc[nH]c2n1,8.4,CHEMBL3706341
CHEMBL3357868,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1F,8.4,CHEMBL3706341
CHEMBL3649446,Cc1cc2ncc(-c3cnc(Cl)c(NS(=O)(=O)N(C)C)c3)n2cc1-c1ccncc1,8.4,CHEMBL3705286
CHEMBL3646557,COc1ncc(Nc2nc(-c3cccnc3)ccc2-c2nc(C)nc(N)n2)cc1F,8.4,CHEMBL3706341
CHEMBL2206908,Cc1nc(N)nc(-c2cc(CN3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,8.4,CHEMBL3706341
CHEMBL3643923,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cccc3[nH]ncc23)n1,8.4,CHEMBL3706341
CHEMBL3357869,COc1ncc(Nc2ncc(C3(O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,8.4,CHEMBL3706341
CHEMBL3646584,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cnc2Nc2ccc3scnc3c2)n1,8.4,CHEMBL3706341
CHEMBL2170081,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,8.4,CHEMBL3706341
CHEMBL1949924,CN(C(=O)c1cc2c(s1)-c1ccc(C(=O)NCCN)cc1OCC2)c1ccccc1Cl,8.4,CHEMBL1954960
CHEMBL1949922,CCNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccccc3Cl)sc1-2,8.4,CHEMBL1954960
CHEMBL2170099,COc1ncc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,8.4,CHEMBL3706341
CHEMBL4472639,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)(F)F)nc(N2CCOCC2)n1,8.4,CHEMBL4360966
CHEMBL3646518,Cc1nc(N)nc(-c2cccnc2Nc2ccc(NC(=O)Nc3cccc(F)c3)nc2)n1,8.4,CHEMBL3706341
CHEMBL1949923,CNCc1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccccc3Cl)sc1-2,8.4,CHEMBL1954960
CHEMBL3646543,COc1ccc(Nc2ncc(C(O)c3ccc(S(=O)(=O)N(C)C)cc3)cc2-c2nc(C)nc(N)n2)cn1,8.4,CHEMBL3706341
CHEMBL3649429,O=S(=O)(Nc1cc(-c2cnc3ccc(N4CCOCC4)cn23)cnc1Cl)c1ccc(F)cc1,8.4,CHEMBL3705286
CHEMBL6054229,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccnc4[nH]ncc14)n3CCCO2)C1CC1,8.41,CHEMBL5731104
CHEMBL5193496,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCOCCC3=O)nc1-2,8.42,CHEMBL5153851
CHEMBL1796761,CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccc(C(=O)N(C)C)cc3Cl)sc1-2,8.43,CHEMBL1798651
CHEMBL3770644,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@H](C)C(N)=O)cc1OCC2,8.44,CHEMBL3774221
CHEMBL3770615,COc1cc2c(cn1)-c1nc(-c3ncnn3C(C)C)cn1CCO2,8.44,CHEMBL3774221
CHEMBL5875257,CC(C)C(Oc1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2)C(N)=O,8.45,CHEMBL5736185
CHEMBL4749136,Nc1ncc(-c2nc(N3CCOCC3)nc(N3[C@@H]4CC[C@H]3COC4)n2)c(C(F)F)n1,8.47,CHEMBL4668259
CHEMBL1822060,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2[nH]1,8.48,CHEMBL1828259
CHEMBL3698307,Cc1c(-c2ccccn2)nc2cccc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.48,CHEMBL3705734
CHEMBL5176372,COC[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,8.49,CHEMBL5153851
CHEMBL3769603,CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(N3CCC[C@@H]3C(N)=O)cc1OCC2,8.49,CHEMBL3774221
CHEMBL3698350,Cc1c(Cc2ccccc2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.49,CHEMBL3705734
CHEMBL3698365,Cc1c(N2CCCCC2=O)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.5,CHEMBL3705734
CHEMBL5202549,CO[C@H]1CCN(c2cn3c(n2)-c2ccc(N4CCC[C@H]4C(N)=O)cc2OCC3)C1=O,8.5,CHEMBL5153851
CHEMBL3701684,CNC(=O)N1CCN(c2nc3cc(F)cc(F)c3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)CC1,8.5,CHEMBL3705734
CHEMBL2058172,COCCNC(=O)c1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)cn2c1C,8.51,CHEMBL2060307
CHEMBL3701666,COC(=O)N1CCN(c2nc3cc(F)cc(F)c3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)CC1,8.51,CHEMBL3705734
CHEMBL3769972,CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(OC(C)(C)C(N)=O)cc1OCC2,8.51,CHEMBL3774221
CHEMBL2087493,CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,8.51,CHEMBL2092096
CHEMBL3814544,Cn1c(C2CCC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,8.52,CHEMBL3816166
CHEMBL3698370,Cc1cncc(-c2nc3cc(F)cc(F)c3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,8.52,CHEMBL3705734
CHEMBL2170089,COc1ncc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,8.52,CHEMBL3706341
CHEMBL1949920,CN(C(=O)c1cc2c(s1)-c1ccc(-c3ccn[nH]3)cc1OCC2)c1ccccc1Cl,8.52,CHEMBL1954960
CHEMBL3646575,COc1ncc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)nc2-c2cc(N)nc(C)n2)cc1F,8.52,CHEMBL3706341
CHEMBL1950036,CN(C(=O)c1cc2c(s1)-c1cc(C#N)ccc1OCC2)c1ccccc1Cl,8.52,CHEMBL1954960
CHEMBL3646618,Cc1nc(-c2cc(C(C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c2nc[nH]c2n1,8.52,CHEMBL3706341
CHEMBL3814925,Cn1c(C2(O)COC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,8.52,CHEMBL3816166
CHEMBL3646586,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc3[nH]cnc23)cc1F,8.52,CHEMBL3706341
CHEMBL3646450,Cc1nc(-c2cc(Cc3ccc(S(C)(=O)=O)cc3)cnc2Nc2cccc3[nH]ncc23)c2nc[nH]c2n1,8.52,CHEMBL3706341
CHEMBL2017650,N#Cc1c(N2CCOCC2)sc(-c2cn[nH]n2)c1-c1ccc(Cl)cc1,8.52,CHEMBL2020200
CHEMBL1796763,CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3cc(C(=O)N(C)C)ccc3Cl)sc1-2,8.52,CHEMBL1954960
CHEMBL3813906,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2nc(C(C)(C)O)n(CCO)c2n1,8.52,CHEMBL3816166
CHEMBL5206005,NC(=O)[C@@H]1COCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2,8.53,CHEMBL5153851
CHEMBL3698351,C=C(c1ccccc1)c1nc2cc(F)cc(F)c2c(N2CC(C)(C)c3ncc(N4CCOCC4)cc32)c1C,8.54,CHEMBL3705734
CHEMBL3698355,Cc1c(Cc2cccc(F)c2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.54,CHEMBL3705734
CHEMBL5927249,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4c(c1)N1CCC(=O)N=C1O4)n3CCCO2,8.54,CHEMBL5731104
CHEMBL1922093,Cc1c(CN2CCN(C(=O)CO)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,8.55,CHEMBL1925467
CHEMBL2387085,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(CCO)c4)cc2OCC3)n(C)n1,8.55,CHEMBL2388269
CHEMBL1822058,Nc1cn2cc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1,8.55,CHEMBL1828259
CHEMBL5916259,C[C@H](Oc1ccc2c(c1)OCCn1cc(-c3ncnn3C)nc1-2)C(N)=O,8.56,CHEMBL5736185
CHEMBL3698354,Cc1c(-c2cccc3[nH]ccc23)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.56,CHEMBL3705734
CHEMBL5808403,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C1CC1,8.56,CHEMBL5731104
CHEMBL4758284,C[C@@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)F)nc(N2CCOCC2)n1,8.57,CHEMBL4668259
CHEMBL3701646,Cc1nc2c(Cl)cccc2c(N2CC3(CCOCC3)c3ncc(N4CCOCC4)cc32)c1C,8.57,CHEMBL3705734
CHEMBL5746537,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccn4nccc4n1)n3CCCO2)C1CC1,8.57,CHEMBL5731104
CHEMBL3698357,Cc1c(Cc2cccc(C#N)c2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.57,CHEMBL3705734
CHEMBL3701668,Cc1c(N2CCN(C(=O)OC(C)(C)C)CC2)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.57,CHEMBL3705734
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,8.59,CHEMBL5736185
CHEMBL1796760,CNC(=O)c1ccc(N(C)C(=O)c2cc3c(s2)-c2ccc(C(=O)NC)cc2OCC3)c(Cl)c1,8.6,CHEMBL1798651
CHEMBL1796276,CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccccc3Cl)sc1-2,8.6,CHEMBL1798651
CHEMBL5192556,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCOCC3=O)nc1-2,8.6,CHEMBL5153851
CHEMBL3698300,Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(-c3ccnc(N)n3)cc21,8.61,CHEMBL3705734
CHEMBL2087474,CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,8.63,CHEMBL2092096
CHEMBL3701647,Cc1c(N2CCCC2=O)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.63,CHEMBL3705734
CHEMBL3701664,Cc1ccnc(-c2nc3ncccc3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,8.63,CHEMBL3705734
CHEMBL3698366,COc1cccc(Cc2nc3cc(F)cc(F)c3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,8.63,CHEMBL3705734
CHEMBL6059627,C[C@@H]1Cn2c(-c3ccc4oc(N)nc4c3)nc3cc(O[C@H](C)C(N)=O)cc(c32)O1,8.64,CHEMBL5731104
CHEMBL3701672,Cc1c(-c2cccc(F)c2)nc2ncccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.64,CHEMBL3705734
CHEMBL3701686,Cc1c(N2CC(C)(C)CC2=O)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.64,CHEMBL3705734
CHEMBL5950439,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCCO2)C(=O)O,8.65,CHEMBL5731104
CHEMBL3701655,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CCS(=O)(=O)c2ncc(N3CCOCC3)cc21,8.65,CHEMBL3705734
CHEMBL3701687,Cc1c(-c2cncc(F)c2)nc2ncccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.65,CHEMBL3705734
CHEMBL4744705,Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)F)n1,8.66,CHEMBL4668259
CHEMBL5742615,CC[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCCO2)C(=O)O,8.68,CHEMBL5731104
CHEMBL5914636,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCO2)C(N)=O,8.68,CHEMBL5731104
CHEMBL3646517,Cc1nc(N)nc(-c2cccnc2Nc2ccc(NC(=O)Nc3ccccc3)nc2)n1,8.7,CHEMBL3706341
CHEMBL5933311,CNc1nc2cc(-c3nc4cc(N[C@@H](C)C(N)=O)cc5c4n3CCCO5)ccc2o1,8.7,CHEMBL5731104
CHEMBL1949914,Nc1ncc(-c2nc(N3CCOCC3)c3cc(CC4CCN(CC(F)(F)F)CC4)sc3n2)cn1,8.7,CHEMBL1954960
CHEMBL1949917,CN(Cc1cc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2s1)S(C)(=O)=O,8.7,CHEMBL1954960
CHEMBL4515766,C[C@H]1COCCN1c1cc(-c2cnc(N)nc2C(F)F)nc(N2CCOCC2)n1,8.7,CHEMBL4360966
CHEMBL3646632,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cn1,8.7,CHEMBL3706341
CHEMBL2170082,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,8.7,CHEMBL3706341
CHEMBL3814414,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2nc3n(c2n1)CCOC3(C)C,8.7,CHEMBL3816166
CHEMBL3813842,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,8.7,CHEMBL3816166
CHEMBL3646449,COc1ccc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,8.7,CHEMBL3706341
CHEMBL2165007,COc1ccc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cn1,8.7,CHEMBL3706341
CHEMBL2170083,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,8.7,CHEMBL3706341
CHEMBL3649427,O=S(=O)(Nc1cc(-c2cnc3ccc(-c4ccncc4)cn23)cnc1Cl)c1ccc(F)cc1,8.7,CHEMBL3705286
CHEMBL2206907,Cc1nc(N)nc(-c2cc(C3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,8.7,CHEMBL3706341
CHEMBL3646480,COc1ncc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cc1F,8.7,CHEMBL3706341
CHEMBL2418352,CC(C)(O)c1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1CCO,8.7,CHEMBL2421129
