colummn
CC=Nc1nc2cc(-c3ccccc3)ccc2o1
Cc1ccc(/C=C/c2nc3cc4ccccc4cc3o2)cc1
Cc1cc(C)c(Nc2nc3cc4ccccc4cc3o2)c(C)c1
CCC(C)(C)c1ccc2o[13c](C)nc2c1
O=C1c2ccccc2C(=O)N1CCc1nc2c(ccc3ccccc32)o1
CCC(C)(C)c1ccc2oc(C3CCc4nc(C(C)C)ncc4C3)nc2c1
CC(C)c1ncc2c(n1)CCC(c1nc3cc(C(C)(C)C)ccc3o1)C2
CCCCc1nc2c(ccc3ccccc32)o1
Cc1ccc(/C(=C/N(C)C)c2nc3cc(-c4ccccc4)ccc3o2)cc1
CC1(C)C[C@H]2C=C(c3nc4cc5ccccc5cc4o3)[C@]3(C=O)C[C@]3(C)[C@H]2C1
OCCNc1nc2ccc3ccccc3c2o1
CCCc1nc2c(ccc3ccccc32)o1
C=Cc1nc2cc(C(C)(C)CC)ccc2o1
[2H]C([2H])([2H])c1nc2cc3ccccc3cc2o1
CCc1nc2cc3ccccc3cc2o1
CC1(C)OB(c2ccccc2Nc2nc3c(ccc4ccccc43)o2)OC1(C)C
COCCc1nc2cc3ccccc3cc2o1
FC(F)(F)C(F)(F)C(F)(F)c1nc2c(ccc3ccccc32)o1
CC(=O)c1nc2c(ccc3ccccc32)o1
CC(C)(C)OC(=O)N1CCC(c2nc3ccc4ccccc4c3o2)CC1
Clc1ccccc1C1(c2nc3ccc4ccccc4c3o2)CCOCC1
[2H]C([2H])([2H])C([2H])([2H])c1nc2cc(C(C)(C)CC)ccc2o1
CN(C)c1nc2cc(-c3ccccc3)ccc2o1
CCCCc1nc2cc3ccccc3cc2o1
CCC(C)(C)c1ccc2oc(C(OC)OC)nc2c1
CCC(C)(C)c1ccc2oc(C(C)(C)Sc3ccccc3)nc2c1
CC(C)(C)c1ccc2oc(C(O)CO)nc2c1
c1ccc(-c2ccc3oc(C4CC4)nc3c2)cc1
COc1cccc(C2(c3nc4cc5ccccc5cc4o3)CCOCC2)c1
CC(C)(C)OC(=O)N1CCC(c2nc3ccc4ccccc4c3o2)C1
CC/C(=C/c1ccccc1)c1nc2cc(C(C)(C)CC)ccc2o1
CC(C)(C)OC(=O)N1CCC[C@@H]1c1nc2ccc3ccccc3c2o1
Cc1cc(C)c(Nc2nc3cc(C(C)(C)C)ccc3o2)c(C)c1
CCC(C)(C)c1ccc2oc(/C(=C\C(C)C)c3ccccc3)nc2c1
C/C=C/c1nc2cc(-c3ccccc3)ccc2o1
CC(C)(C)c1ccc2oc(C3=CC[C@H]4C[C@@H]3C4(C)C)nc2c1
O=C(OCc1ccccc1)N1CC[C@@H](c2nc3c(ccc4ccccc43)o2)C1
CC(C)(C)c1ccc2o[13c]([13C]([13CH3])=O)nc2c1
Cc1ccc(C)c(Cc2nc3cc(-c4ccccc4)ccc3o2)c1
CC(C)(C)OC(=O)N1CCC(F)(c2nc3cc(C(C)(C)C)ccc3o2)C1
CC1=C(c2nc3c(ccc4ccccc43)o2)C(C)(C)CC=C1
CC(C)(C)c1ccc2oc(C(C)(C)Sc3ccccc3)nc2c1
CC/C=C(\c1ccccc1)c1nc2cc3ccccc3cc2o1
C[C@H](O)c1nc2cc3ccccc3cc2o1
CCC(C)(C)c1ccc2oc(C3C(C)=CCCC3(C)C)nc2c1
Cc1ccc(Cc2nc3ccc4ccccc4c3o2)c(C)c1
CCC(C)(C)c1ccc2oc([C@H](O)CO)nc2c1
CNc1nc2cc3ccccc3cc2o1
BrC(Br)(Br)c1nc2ccc3ccccc3c2o1
CSCCc1nc2ccc3ccccc3c2o1
CCC(C)(C)c1ccc2oc(/C(=C\N(C)C)c3ccc(C)cc3)nc2c1
C/C(=C\c1ccccc1)c1nc2cc(C(C)(C)C)ccc2o1
C/C=C(\c1ccccc1)c1nc2cc(C(C)(C)CC)ccc2o1
COc1ccc(/C=C/c2nc3ccc4ccccc4c3o2)cc1
[2H]C([2H])([2H])C([2H])([2H])c1nc2cc(C(C)(C)C)ccc2o1
c1csc(C2(c3nc4ccc5ccccc5c4o3)CCOCC2)c1
CC(C)(C)c1ccc2oc(CC(F)(F)F)nc2c1
C=[13CH]c1nc2cc(-c3ccccc3)ccc2o1
CCc1nc2cc(C(C)(C)CC)ccc2o1
CCC(C)(C)c1ccc2oc(C(C)C(F)(F)F)nc2c1
CC(C)(C)c1ccc2oc(C(C)(C)S(C)(=O)=O)nc2c1
OCCNc1nc2cc3ccccc3cc2o1
CCN(CC)c1nc2ccc3ccccc3c2o1
ClCc1nc2cc(-c3ccccc3)ccc2o1
CC(Cc1ccc2c(c1)OCO2)c1nc2c(ccc3ccccc32)o1
CC(C)(C)OC(=O)N1CCC[C@H]1c1nc2ccc3ccccc3c2o1
COc1ccccc1C1(c2nc3c(ccc4ccccc43)o2)CCOCC1
CC1(C)C[C@H]2C=C(c3nc4cc(C(C)(C)C)ccc4o3)[C@]3(C=O)C[C@]3(C)[C@H]2C1
O=C(O)/C(Br)=C(/Br)c1nc2cc3ccccc3cc2o1
Clc1ccccc1C1(c2nc3cc4ccccc4cc3o2)CCOCC1
CC(C)(C)OC(=O)N1CCC(Cc2nc3cc(-c4ccccc4)ccc3o2)CC1
CN(C)c1ccc(/C=C/c2nc3cc(C(C)(C)C)ccc3o2)cc1
OCCNc1nc2c(ccc3ccccc32)o1
CC(Cc1nc2ccc3ccccc3c2o1)c1ccccc1
CC/C(=C/c1ccccc1)c1nc2cc(-c3ccccc3)ccc2o1
c1ccc(CN2CCC(c3nc4c(ccc5ccccc54)o3)CC2)cc1
CC(C)(C)OC(=O)N1CCC(c2ccc(F)cc2)(c2nc3cc(-c4ccccc4)ccc3o2)C1
C[N+](C)(C)Cc1nc2ccc3ccccc3c2o1
CC1(C)C[C@H]2C=C(C=O)[C@]3(c4nc5cc6ccccc6cc5o4)C[C@]3(C)[C@H]2C1
CC(c1nc2cc(-c3ccccc3)ccc2o1)C(F)(F)F
c1ccc(-c2ccc3oc(C4(c5cccs5)CCOCC4)nc3c2)cc1
CC=Nc1nc2ccc3ccccc3c2o1
CN(C)[13c]1nc2ccc3ccccc3c2o1
ClC1=C(c2nc3c(ccc4ccccc43)o2)CCc2ccccc21
CN(C)c1nc2ccc3ccccc3c2o1
CC(C)(C)OC(=O)NC1(c2nc3cc(-c4ccccc4)ccc3o2)CCCC1
c1ccc(-c2ccc3oc(N(c4ccccc4)c4ccccc4)nc3c2)cc1
CC(C)(C)OC(=O)N1CCCC(c2nc3cc(C(C)(C)C)ccc3o2)C1
C[13c]1nc2cc(C(C)(C)C)ccc2o1
CN(C)/N=C/c1nc2c(ccc3ccccc32)o1
c1ccc(CN2CCCC(c3nc4cc5ccccc5cc4o3)C2)cc1
CCC(C)(C)c1ccc2oc(C(=O)O)nc2c1
FC(F)(F)c1ccc(N2CCN(c3nc4cc(-c5ccccc5)ccc4o3)CC2)nc1
[O]C(=O)c1nc2cc3ccccc3cc2o1
O=C(OCc1ccccc1)N1CCCC(c2nc3ccc4ccccc4c3o2)C1
CC(C)(C)c1ccc2oc(Nc3ccc4ccccc4c3)nc2c1
CC(C)(C)OC(=O)N1CCC(Cc2nc3ccc4ccccc4c3o2)CC1
CC(C)(C)c1ccc2o[13c](CO)nc2c1
CCNc1nc2cc(C(C)(C)CC)ccc2o1
c1ccc(CN2CCCC(c3nc4c(ccc5ccccc54)o3)C2)cc1
CC(C)Cc1nc2cc(-c3ccccc3)ccc2o1
CC(C)(C)OC(=O)NC1(Cc2nc3ccc4ccccc4c3o2)CCCCC1
